leaf.ln,-,75.03,65.01,58.31,62.72,67.15,60.53,81.18,54.97,53.25,81.9,76.42,76.94,-,85.96,70.89,80.63,69.54,61.28,77.16,83.59,60.73,72.77,73.05,87.27,61.03,51.25,66.26,86.23,-,84.14,77.84,73.33,72.72,76.22,-,83.35,62.66,-,84.51,56.08,80.27,85.44,93.05,84.36,74.96,70.79,-,79.84,83.91,83.66,68.07,61.83,58.9,76.79,62.29,93.57,72.98,73,-,64.71,61.39,64.41,66.5,-,74.3,52.26,83.68,71.06,64.15,90.28,70.09,-,55.75,67.17,87.5,-,77.86,64.53,-,81.58,90.81,-,84.28,-,70.55,70.38,78.96,76.96,77.51,76.65,77.23,81.26,75.49,60.98,77.96,87.42,69.7,59,-,-,77.09,77.76,86.28,63.6,71.84,76.87,63.95,61.42,60.75,65.96,72.36,74.14,64.18,76.4,86.43,77.53,-,66.57,65.53,86.88,77.51,-,58.18,99.43,50.31,71.38,70.44,88.18,88.42,74.73,69.44,69.63,53.95,79.08,-,-,60.99,70.42,86.31,63.9,82.14,69.56,64.57,83.7,52.26,60.55,75.22,75.46,69.49,68.44
days.to.flr,-,32.46,31.96,28.23,30.25,28.89,27.72,32.34,26.92,29.12,37.55,28.51,32.52,-,29.91,34.74,32.04,30.49,24.45,31.62,30.09,32.54,33.61,33.5,32.74,37.64,28.41,25.88,32.58,-,30.7,33.5,35.29,27.59,26.36,32.85,27.93,28.69,-,33.35,31.91,27.72,34.14,29.59,30.13,27.63,27.78,-,33.9,23.87,36.14,32.34,27.44,29.34,33.01,35.71,34.07,27.23,29.03,-,30.49,30.61,27.49,25.71,-,28.22,26.06,24.92,26.06,28.17,36.01,29.71,-,27.92,25.22,38.35,-,28.55,25.39,-,30.11,32.18,-,29.31,-,26.81,28.4,31.6,26.36,35.24,25.31,33.18,26.8,29.25,30.32,33.03,25.25,27.14,30.95,-,-,26.26,27.44,34.55,29.94,29.51,30.9,30.54,27.39,31.37,29.63,32.83,27.08,29.16,27.15,35.07,26.92,-,26,25.84,28.21,28.96,-,25.94,34.44,27.37,29.46,26.67,29.91,29.2,38.01,28.96,26.71,24.29,26.36,34.32,24.62,24.73,27.1,33.54,26.42,32.34,35,26.21,29.94,24.55,25.72,29.3,27.89,28.13,34.21
id,RIL_1,RIL_103,RIL_104,RIL_113,RIL_115,RIL_12,RIL_123,RIL_124,RIL_131,RIL_136,RIL_143,RIL_146,RIL_147,RIL_15,RIL_150,RIL_154,RIL_155,RIL_16,RIL_164,RIL_166,RIL_171,RIL_174,RIL_175,RIL_176,RIL_182,RIL_183,RIL_184,RIL_187,RIL_190,RIL_193,RIL_198,RIL_199,RIL_2,RIL_201,RIL_204,RIL_205,RIL_206,RIL_207,RIL_208,RIL_21,RIL_211,RIL_212,RIL_213,RIL_215,RIL_222,RIL_223,RIL_225,RIL_228,RIL_229,RIL_23,RIL_232,RIL_234,RIL_235,RIL_240,RIL_242,RIL_243,RIL_248,RIL_25,RIL_250,RIL_251,RIL_253,RIL_255,RIL_256,RIL_259,RIL_264,RIL_265,RIL_267,RIL_268,RIL_270,RIL_277,RIL_281,RIL_282,RIL_284,RIL_285,RIL_288,RIL_289,RIL_290,RIL_294,RIL_30,RIL_300,RIL_301,RIL_303,RIL_308,RIL_31,RIL_311,RIL_318,RIL_325,RIL_329,RIL_332,RIL_337,RIL_339,RIL_340,RIL_341,RIL_344,RIL_346,RIL_347,RIL_353,RIL_354,RIL_355,RIL_357,RIL_359,RIL_36,RIL_360,RIL_363,RIL_373,RIL_376,RIL_380,RIL_39,RIL_42,RIL_46,RIL_53,RIL_60,RIL_63,RIL_65,RIL_66,RIL_69,RIL_7,RIL_70,RIL_73,RIL_76,RIL_80,RIL_89,RIL_9,RIL_93,RIL_5,RIL_18,RIL_20,RIL_29,RIL_41,RIL_44,RIL_52,RIL_56,RIL_68,RIL_78,RIL_88,RIL_194,RIL_195,RIL_231,RIL_236,RIL_261,RIL_278,RIL_307,RIL_312,RIL_328,RIL_331,RIL_348,RIL_352,RIL_366,RIL_367,RIL_368,RIL_370
