"leaf.ln","73.33","99.43","77.53","67.15","69.54","50.31","71.38","84.51","83.91","72.98","70.44","64.53","84.28","77.09","63.95","88.18","61.42","88.42","60.75","74.73","65.96","69.44","72.36","74.14","64.18","76.40","69.63","86.43","66.57","65.53","53.95","86.88","79.08","77.51","58.18","75.03","65.01","58.31","62.72","60.53","81.18","54.97","53.25","81.90","76.42","76.94","85.96","70.89","80.63","61.28","77.16","83.59","60.73","72.77","73.05","87.27","61.03","51.25","66.26","86.23",NA,NA,"84.14","77.84","72.72","76.22",NA,"83.35","62.66","56.08","80.27","85.44","93.05","84.36","74.96","70.79","79.84","60.99","83.66","68.07","61.83","70.42","58.90","76.79","62.29","93.57","73.00","64.71","61.39","64.41","66.50","86.31","74.30","52.26","83.68","71.06","64.15","63.90","90.28","70.09","55.75","67.17","87.50","77.86","81.58","90.81","82.14","69.56","70.55","70.38","64.57","78.96","83.70","76.96","77.51","76.65","77.23","81.26","75.49","60.98","77.96","52.26","60.55","87.42","69.70","59.00","77.76","86.28","75.22","75.46","69.49","68.44","63.60","71.84","76.87"
"days.to.flr","35.29","34.44","26.92","28.89","30.49","27.37","29.46","33.35","23.87","27.23","26.67","25.39","29.31","26.26","30.54","29.91","27.39","29.20","31.37","38.01","29.63","28.96","32.83","27.08","29.16","27.15","26.71","35.07","26.00","25.84","24.29","28.21","26.36","28.96","25.94","32.46","31.96","28.23","30.25","27.72","32.34","26.92","29.12","37.55","28.51","32.52","29.91","34.74","32.04","24.45","31.62","30.09","32.54","33.61","33.50","32.74","37.64","28.41","25.88","32.58","34.32","24.62","30.70","33.50","27.59","26.36","32.85","27.93","28.69","31.91","27.72","34.14","29.59","30.13","27.63","27.78","33.90","24.73","36.14","32.34","27.44","27.10","29.34","33.01","35.71","34.07","29.03","30.49","30.61","27.49","25.71","33.54","28.22","26.06","24.92","26.06","28.17","26.42","36.01","29.71","27.92","25.22","38.35","28.55","30.11","32.18","32.34","35.00","26.81","28.40","26.21","31.60","29.94","26.36","35.24","25.31","33.18","26.80","29.25","30.32","33.03","24.55","25.72","25.25","27.14","30.95","27.44","34.55","29.30","27.89","28.13","34.21","29.94","29.51","30.90"
"id","RIL_2","RIL_5","RIL_7","RIL_12","RIL_16","RIL_18","RIL_20","RIL_21","RIL_23","RIL_25","RIL_29","RIL_30","RIL_31","RIL_36","RIL_39","RIL_41","RIL_42","RIL_44","RIL_46","RIL_52","RIL_53","RIL_56","RIL_60","RIL_63","RIL_65","RIL_66","RIL_68","RIL_69","RIL_73","RIL_76","RIL_78","RIL_80","RIL_88","RIL_89","RIL_93","RIL_103","RIL_104","RIL_113","RIL_115","RIL_123","RIL_124","RIL_131","RIL_136","RIL_143","RIL_146","RIL_147","RIL_150","RIL_154","RIL_155","RIL_164","RIL_166","RIL_171","RIL_174","RIL_175","RIL_176","RIL_182","RIL_183","RIL_184","RIL_187","RIL_190","RIL_194","RIL_195","RIL_198","RIL_199","RIL_201","RIL_204","RIL_205","RIL_206","RIL_207","RIL_211","RIL_212","RIL_213","RIL_215","RIL_222","RIL_223","RIL_225","RIL_229","RIL_231","RIL_232","RIL_234","RIL_235","RIL_236","RIL_240","RIL_242","RIL_243","RIL_248","RIL_250","RIL_253","RIL_255","RIL_256","RIL_259","RIL_261","RIL_265","RIL_267","RIL_268","RIL_270","RIL_277","RIL_278","RIL_281","RIL_282","RIL_285","RIL_288","RIL_289","RIL_294","RIL_301","RIL_303","RIL_307","RIL_312","RIL_318","RIL_325","RIL_328","RIL_329","RIL_331","RIL_332","RIL_337","RIL_339","RIL_340","RIL_341","RIL_344","RIL_346","RIL_347","RIL_348","RIL_352","RIL_353","RIL_354","RIL_355","RIL_360","RIL_363","RIL_366","RIL_367","RIL_368","RIL_370","RIL_373","RIL_376","RIL_380"
